,productTitle,Review Title,Rating,Review Body
98,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Overall good design quality,3.0 out of 5 stars,Products is good but not supported with iOS. Realm has to give update for that or reduce the prices like buds air 2.
99,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very good quality,5.0 out of 5 stars,Sound quality is excellent noise cancellation super 👍 but Mony iam not satisfied sorry but good 😊😊
100,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good sound but sometimes they disconnect 3 times/1 day,3.0 out of 5 stars,Good sound quality best in these price rangeDecent noise cancellation absolutely value for money
101,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Cost is high,4.0 out of 5 stars,"The cost is high, although product is good.But need to see for longer time. 2 week review."
102,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very very nice,5.0 out of 5 stars,
103,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Where is ear plug?,1.0 out of 5 stars,Extra ear plug was missing (which comes with the original package) and the packing was not proper.
104,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Got used product.  Returned.,1.0 out of 5 stars,It was used product. Defective amd damaged product repackaged and sent
105,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Super,5.0 out of 5 stars,Nice ☺️
106,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worst quality,1.0 out of 5 stars,"The media could not be loaded.
                



 Bekaaar hai vilkul kuch din mai hi khrab ho gya"
107,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Its pretty good,4.0 out of 5 stars,Lil bit latency
108,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound Quality is really Amazing 😍,5.0 out of 5 stars,"The media could not be loaded.
                



 Amazing Earbuds buy at this price 2182"
109,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Build quality is good,5.0 out of 5 stars,I like it to much it having good quality but the price of headphone is more
110,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Bass is great,4.0 out of 5 stars,Perfect for high bass songs and great look Black color is the best
111,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Don't buy waste of money,1.0 out of 5 stars,I got a product with only left burd working and touch sensor also not working properly. I am not getting replacement also.
112,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Money is too much,4.0 out of 5 stars,The media could not be loaded.
113,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I have been using it from 2 weeks ..till now .it is working well.happy to have it.,4.0 out of 5 stars,I like it's noise cancellation quality.sound is good too
114,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Bakwas hai ye jaldi kharab ho gye bc,1.0 out of 5 stars,Bakwas hai mat lena isse acha one plus ke le lo main leke pachta rha hu
115,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Value of money,5.0 out of 5 stars,The media could not be loaded.
116,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Colour cheating,4.0 out of 5 stars,Amazon cheating with colour this is not Black as they show in pic n description. It's white becarefull even no replacement
117,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Money is not used properly,4.0 out of 5 stars,"Sound is good ,Noise cancellation is poorBattery Life Is Medium"
118,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Over all good product, happy to use this",3.0 out of 5 stars,"Very nice product,voice is clear and bass is very good.battry life is less"
119,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound clarity,4.0 out of 5 stars,I love sound clarity best in price
120,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very satisfied,5.0 out of 5 stars,It's really a good device. Very nice sound quality and noise cancellation.
121,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Nice,4.0 out of 5 stars,"The media could not be loaded.
                



 Good but not that much comfortable"
122,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Battery,2.0 out of 5 stars,This product is very bad product this product battery life is not good
123,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Nice product,4.0 out of 5 stars,"The media could not be loaded.
                



 Nice product"
124,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",One earphone stoped working,1.0 out of 5 stars,After a couple of months one earphone stopped charging and it's stopped working
125,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",connecting  problems don’t why no Written policy Warranty,1.0 out of 5 stars,no clear soundsCharging problem
126,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Stop working,1.0 out of 5 stars,After 2 month suddenly its stopped working not worth for Money
127,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Noise Cancellation Is The Best At This Price.,5.0 out of 5 stars,
128,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Does not connect properly with, Mac book pro and iPhone.",2.0 out of 5 stars,Does work with Mac book pro.
129,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Mike characteristics is not good,1.0 out of 5 stars,The media could not be loaded.
130,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Earphone,1.0 out of 5 stars,Sir my ear phone not properly work. Please return process start
131,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worth to buy,5.0 out of 5 stars,The media could not be loaded.
132,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Not affective,2.0 out of 5 stars,All is average and price is very high
133,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Risky, left side stopped working after one month",2.0 out of 5 stars,Left side suddenly stopped working after a month of normal usage.
134,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very Rich Bass and sound quality. Must buy!,5.0 out of 5 stars,Under Rs 3500 This is the perfect TWS.Punchy Bass not boomy
135,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Stupid product,1.0 out of 5 stars,The right bud stopped working within a month of purchase.
136,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Worst Do not But , Waste of Money",1.0 out of 5 stars,"Waste of Money , I Hate it , Not over A 60 days , Not working Properly"
137,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Waste of money,1.0 out of 5 stars,Charging cable missing and one of earbud not working
138,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Could do better,2.0 out of 5 stars,Right side Bud stopped working within 6 months of purchase.
139,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Excellent,5.0 out of 5 stars,Product is very good then what I thought off
140,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",value for money,4.0 out of 5 stars,I like the most is noise cancellation and value for money .
141,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Bed product,3.0 out of 5 stars,Bed noice cancellation too much air noice on bike
142,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good product,5.0 out of 5 stars,Fits perfectly
143,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",.,3.0 out of 5 stars,Kabhi kabhi disconnect ho jata hai automatically.
144,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I love this ear buds,4.0 out of 5 stars,Built quality goodPrice is likely moreNoise cancellation
145,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I dont know bcz it didt connect to my phone,1.0 out of 5 stars,Got an used product and not connecting please solve this issue
146,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Too bad product in my life i have seened. Bad quality too much bad experience,1.0 out of 5 stars,Too bad perfomance life and quality. Too bad product i am seened
147,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Cheap quality, please don't buy this product",1.0 out of 5 stars,"Cheap quality, please don't buy this product"
148,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worth of money,3.0 out of 5 stars,Ok ok
149,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",So pathetic as I am not able to connect this to my phone,1.0 out of 5 stars,The media could not be loaded.
150,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I have an issue with the product... My right ear bud not working properly,1.0 out of 5 stars,"My right side ear bud not working,"
151,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Used and directive product recieved,1.0 out of 5 stars,Right bud is making unpleasant noise. Product is used.
152,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",One ear phone doesn't have the battery backup..what should I do..,3.0 out of 5 stars,Battery backup is very low for one ear phone..can I have the warranty
153,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Nice buds,5.0 out of 5 stars,Nice buds
154,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Ok ok,5.0 out of 5 stars,Ok but sometimes not connecting seamless
155,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Best Products,4.0 out of 5 stars,I liked the Noise cancelation mode.
156,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worth my money and time.,5.0 out of 5 stars,Worth my money and time.
157,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Value for money,5.0 out of 5 stars,I really loved it. Great product.
158,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound quality,5.0 out of 5 stars,I use product for music and calls
159,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Product is not good all features are not functioning properly which were  showing at the order time,1.0 out of 5 stars,I don't like this product
160,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Nice product,5.0 out of 5 stars,Good sound you can go for this product
161,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",left earphone is not working,1.0 out of 5 stars,left earphone is not working 🥺
162,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Realme air buds pro2,1.0 out of 5 stars,Sound of these air buss not good and it's very painful in ear
163,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Earbud is not working,1.0 out of 5 stars,The left earbud is not working
164,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good product,5.0 out of 5 stars,Really enjoyed
165,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Used Product,1.0 out of 5 stars,Product is used one
166,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worst buds ever seen connectivity problem,1.0 out of 5 stars,Touch controls not working
167,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good quality,5.0 out of 5 stars,It's good
168,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Duplicate product,1.0 out of 5 stars,The media could not be loaded.
169,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very bad,1.0 out of 5 stars,The media could not be loaded.
170,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worst performance,1.0 out of 5 stars,Buds gets auto disconnected
171,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Nice earbuds,4.0 out of 5 stars,Sound Effects are too good
172,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Right earbuds not working,1.0 out of 5 stars,Right earbuds not working
173,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",On nhi ho rhe,1.0 out of 5 stars,On nhi ho tha h mere realmi buds air 2
174,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Must Buy,5.0 out of 5 stars,Amazing product....Value for money....
175,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Excellent product,4.0 out of 5 stars,Good quality and sound
176,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Fuddu glti se bhe mat mnwana bhai log sale bol kr kuch bhej kucj or dete h,1.0 out of 5 stars,Wkbas
177,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",.,5.0 out of 5 stars,Amazing product
178,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Awesome,4.0 out of 5 stars,Awesome
179,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",This is amazing Buds from Realme. Everything is awesome the sound quality is zabardast,4.0 out of 5 stars,Nothing is bad.
180,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Old and demage,1.0 out of 5 stars,Old and demage product
181,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Quality of product is amazing,4.0 out of 5 stars,Amazing sound quality
182,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good,4.0 out of 5 stars,Good
183,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I don't like it..,3.0 out of 5 stars,The media could not be loaded.
184,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good,5.0 out of 5 stars,Good
185,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Value for money,5.0 out of 5 stars,The sound quality is amazing .
186,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","I thought this pods will be usable on bike , but its making wind noise which is making irritated",3.0 out of 5 stars,The media could not be loaded.
187,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good Features,4.0 out of 5 stars,Best sound quality
188,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",One bud is damaged,1.0 out of 5 stars,One bud is damaged
189,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Its beast at this price range,5.0 out of 5 stars,I love it
190,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Not good for calling.,4.0 out of 5 stars,Not good for calling...rest is all good
191,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",1,1.0 out of 5 stars,Bery bad product
192,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Bettry is low problem,1.0 out of 5 stars,Bettry not Sussful
193,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Best 👍,5.0 out of 5 stars,All rounder 👍
194,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",In ear detection,4.0 out of 5 stars,Good product
195,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Great sound,5.0 out of 5 stars,Nice product
196,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Battery life is very bad,3.0 out of 5 stars,Battery life
197,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Stylish and sound quality is so good,5.0 out of 5 stars,Good product
198,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Connecting and battery backup very poor,1.0 out of 5 stars,Music & call
199,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Surendar jangu,5.0 out of 5 stars,
200,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Right earbud is not working and touch controls also not working,1.0 out of 5 stars,Please don't buy
201,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Op bolte gaming mode op💓💓💞💞,5.0 out of 5 stars,
202,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",बढ़िया है,4.0 out of 5 stars,
203,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Really awesome product worth for money,5.0 out of 5 stars,
204,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",The best,5.0 out of 5 stars,Stunning bass
205,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Will not suggest in this price range,3.0 out of 5 stars,Very poor fitting and quality
206,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",s,5.0 out of 5 stars,good 1
207,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I got damaged product one buds not working,2.0 out of 5 stars,Damaged product
208,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",WORTHY,5.0 out of 5 stars,GOOD
209,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good,5.0 out of 5 stars,Good
210,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Not working & Facing problem Return,1.0 out of 5 stars,Device is not conact
211,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Ok product,3.0 out of 5 stars,Ok
212,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound quality is not good,1.0 out of 5 stars,Sound is not good
213,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound quality is average and noise cancellation is awesome.,4.0 out of 5 stars,
214,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Not good for this price,1.0 out of 5 stars,
215,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",🫂,4.0 out of 5 stars,
216,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",I lost my left side earbud plz help me for that one,1.0 out of 5 stars,
217,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Problem with the sound quality,1.0 out of 5 stars,There is a problem with the sound quality
218,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Amazing product with superb quality,5.0 out of 5 stars,Nice product and feature
219,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",When hearing the songs it's good but when coming to ANC it's not working as expected,3.0 out of 5 stars,ANC is not working
220,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Zero noise cancellation while driving bike worst earbud i purchaseed ever,1.0 out of 5 stars,
221,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good product,5.0 out of 5 stars,
222,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Nhi,5.0 out of 5 stars,Nhi
223,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",It's not working.... CHUTIYAPA,1.0 out of 5 stars,It's not working...
224,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Good quality 👍,5.0 out of 5 stars,Like
225,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Best Bass effect 👍🏻,5.0 out of 5 stars,
226,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound quality is not good,1.0 out of 5 stars,Not good
227,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worst product not able to connect with my phone.,1.0 out of 5 stars,
228,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Bad,3.0 out of 5 stars,
229,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sounds Quality is ok but can be better 😬,4.0 out of 5 stars,
230,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very bad,5.0 out of 5 stars,Good connectivity
231,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Veer poor,1.0 out of 5 stars,No sound puality
232,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Very bad product totally money waste,1.0 out of 5 stars,Totally money waste
233,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Sound issu,1.0 out of 5 stars,Sound issu
234,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Excellent,5.0 out of 5 stars,Excellent
235,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",not working right side ear bud,3.0 out of 5 stars,
236,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Realme buds air Pro,5.0 out of 5 stars,Really nice.I think that these airpods are better than apple airpods.A little connectivity issues you can face when you are pairing for the first time.But then too really nice
237,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Nice, with anc and transpanance mode.",5.0 out of 5 stars,"Nice product, pls update the firmware first.PositiveGood sound, (i use it with the tv at night when i dont want to disturb family or neighbours, with the ANC on, bass mode on, high volume, and a good movie i feel like i am in a theater)Comfortable,Light weight,Doesnt fall off easily,Transperancy mode (i dont feel it is in my ears after some time. Makes more comfertable for me, as i mostly use it for calls. And remains on my ears for a long time).ANC is decent.Battery backup is decent. (If low, keep it in the case for 15 mins and it gets quick charge for use again)Negative.The case design is in such a way that you have to rotate and keep the buds in the case. Placing the earbuds back in the case should have been made little more easy.The mic works even outdoors, but my voice sounds like a robot🙂, but i am ok with that as long as the other person hear and understand me without trouble.After using for more than a month, the right earbud some times have issues when i put it back in the case, it doesent charge, so i have to place it again and confirn that the green light glows.Overall a very good product below 3500.Purchase it, i will recommend.But pls update the firmware when prompted.Hope this information helps you in your buying decession."
238,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Battery Issue,1.0 out of 5 stars,"I bought this product 2.5 months back and had to send to service center already twice. At first the right ear stopped working within a week, when it got repaired and came back, the right ear strated giving battery issue. I had to send this again to service center. But afeter getting it back, I am still seeing the right side charge is dropping much quicker than left side. Within 30 mins it's dropping from 100% to 60%. Realme service is good, no doubt. But I can not tell about the repair or product quality. Now I feel I have wasted my 3k and would never prefer to buy Realme products. Hope the Realme group sees this review and try to make some changes in their product quality improvement plans."
239,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Poor quality material and worst service.,1.0 out of 5 stars,"Left air buds stopped working within a month, so gave it for repair and it's been 2 months now and no signs of returning, everytime I contact them they give some excuse and ask me to wait. It's a fraud."
240,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Worst dont buy,1.0 out of 5 stars,Worst. My left piece stoped working and there is no replacement of the product. Totally waste of money. Dont buy
241,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Best budget truly wireless earphones with ANC,5.0 out of 5 stars,"With the truly wireless earphones industry just exploding after the coming of Airpods, there are many companies which have come with budget offerings. The realme Buds Air 2 is one the best when it comes to the value for money with respect to the features that these earphones are offering. I have created an indepth review and comparison along with an unboxing of these earphones on my youtube channel - Unbox Daily Tech which covers all the aspects of these earphones along with pairing, mic test and realme link app review.The ANC offered by these earphones is decent which is rated at 25 db, although more expensive offering from the likes of Sennheiser and JBL offer ANC of more than 100 db but then they are prices upto 3 times or 4 times than these earphones. The sound quality is decent with a good mix of highs and lows and the overall music listening experience is a pleasure. The earphones are very very lightweight and majority of the times you will completely forget even you are even wearing the same. The design looks premium with a mix of Airpods Pro and Airpods 2. The look and feel of the product is also good which boosts some features like the intelligent touch controls, google smart pair, auto on/off and transparency mode.Overall an amazing deal. Go for these without any doubts."
242,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).","Bass, comfort  quality",3.0 out of 5 stars,First I was using OnePlus buds z  Then I have purchased. This one the function and noise. Cancellation work really well but the problem is that is is not so comfortable. So comfort. Rating is 0  else it's a a good product. When  useing  this just for 1.5-2 hr ear starts paining but when I was using OnePlus buds z for 4-5 hr this never happened. So at last  I will recommend company. To do something with the comfort
243,"realme Buds Air 2 with Active Noise Cancellation (ANC) Bluetooth Headset (Closer Black, True Wireless).",Extremely good build quality,5.0 out of 5 stars,"I'm specially taking my time to write a review because I forgot my realme buds in my jeans pocket, and washed it inside a washing machine for one hour. And surprisingly, both the earbuds are still working fine after spending one hour in detergent water in a washing machine. Compared to my other company's earbuds (boat, I'm lookin at you) , which stopped working after I mistakenly splashed them with 5-6 water drops. Definitely the best earbuds in this range."
